File Name,Size,inode,Permission,User,Group,Access Time,Modify Time,Change Time
./phpmyadmin/locale/zh_TW/LC_MESSAGES/phpmyadmin.mo,209119,659301,0644,root,root,2020-10-29 19:33:23.197079000,2013-04-08 12:06:51.000000000,2020-10-29 19:33:23.201077000
./phpmyadmin/locale/pl,4096,659227,0755,root,root,2020-10-29 19:33:23.137108999,2013-04-08 12:06:50.000000000,2020-10-29 19:33:23.141106999
./phpmyadmin/locale/pl/LC_MESSAGES,4096,659228,0755,root,root,2020-10-29 19:33:23.137108999,2013-04-08 12:06:50.000000000,2020-10-29 19:33:23.141106999
./phpmyadmin/locale/pl/LC_MESSAGES/phpmyadmin.mo,289747,659229,0644,root,root,2020-10-29 19:33:23.137108999,2013-04-08 12:06:50.000000000,2020-10-29 19:33:23.141106999
./phpmyadmin/locale/el,4096,659209,0755,root,root,2020-10-29 19:33:23.121116999,2013-04-08 12:06:50.000000000,2020-10-29 19:33:23.125114999
./phpmyadmin/locale/el/LC_MESSAGES,4096,659210,0755,root,root,2020-10-29 19:33:23.121116999,2013-04-08 12:06:50.000000000,2020-10-29 19:33:23.125114999
./phpmyadmin/locale/el/LC_MESSAGES/phpmyadmin.mo,397297,659211,0644,root,root,2020-10-29 19:33:23.121116999,2013-04-08 12:06:50.000000000,2020-10-29 19:33:23.125114999
./phpmyadmin/locale/sk,4096,659236,0755,root,root,2020-10-29 19:33:23.149102999,2013-04-08 12:06:50.000000000,2020-10-29 19:33:23.149102999
./phpmyadmin/locale/sk/LC_MESSAGES,4096,659237,0755,root,root,2020-10-29 19:33:23.149102999,2013-04-08 12:06:50.000000000,2020-10-29 19:33:23.149102999
./phpmyadmin/locale/sk/LC_MESSAGES/phpmyadmin.mo,202665,659238,0644,root,root,2020-10-29 19:33:23.149102999,2013-04-08 12:06:50.000000000,2020-10-29 19:33:23.149102999
./phpmyadmin/locale/et,4096,659224,0755,root,root,2020-10-29 19:33:23.137108999,2013-04-08 12:06:50.000000000,2020-10-29 19:33:23.137108999
./phpmyadmin/locale/et/LC_MESSAGES,4096,659225,0755,root,root,2020-10-29 19:33:23.137108999,2013-04-08 12:06:50.000000000,2020-10-29 19:33:23.137108999
./phpmyadmin/locale/et/LC_MESSAGES/phpmyadmin.mo,277798,659226,0644,root,root,2020-10-29 19:33:23.137108999,2013-04-08 12:06:50.000000000,2020-10-29 19:33:23.137108999
./phpmyadmin/locale/hr,4096,659239,0755,root,root,2020-10-29 19:33:23.149102999,2013-04-08 12:06:50.000000000,2020-10-29 19:33:23.153100999
./phpmyadmin/locale/hr/LC_MESSAGES,4096,659240,0755,root,root,2020-10-29 19:33:23.149102999,2013-04-08 12:06:50.000000000,2020-10-29 19:33:23.153100999
./phpmyadmin/locale/hr/LC_MESSAGES/phpmyadmin.mo,106339,659241,0644,root,root,2020-10-29 19:33:23.149102999,2013-04-08 12:06:50.000000000,2020-10-29 19:33:23.153100999
./phpmyadmin/locale/pt,4096,659254,0755,root,root,2020-10-29 19:33:23.161097000,2013-04-08 12:06:50.000000000,2020-10-29 19:33:23.165094999
./phpmyadmin/locale/pt/LC_MESSAGES,4096,659255,0755,root,root,2020-10-29 19:33:23.161097000,2013-04-08 12:06:50.000000000,2020-10-29 19:33:23.165094999
./phpmyadmin/locale/pt/LC_MESSAGES/phpmyadmin.mo,122378,659256,0644,root,root,2020-10-29 19:33:23.161097000,2013-04-08 12:06:50.000000000,2020-10-29 19:33:23.165094999
./phpmyadmin/locale/ar,4096,659221,0755,root,root,2020-10-29 19:33:23.133111000,2013-04-08 12:06:50.000000000,2020-10-29 19:33:23.137108999
./phpmyadmin/locale/ar/LC_MESSAGES,4096,659222,0755,root,root,2020-10-29 19:33:23.133111000,2013-04-08 12:06:50.000000000,2020-10-29 19:33:23.133111000
./phpmyadmin/locale/ar/LC_MESSAGES/phpmyadmin.mo,119389,659223,0644,root,root,2020-10-29 19:33:23.133111000,2013-04-08 12:06:50.000000000,2020-10-29 19:33:23.133111000
./phpmyadmin/locale/es,4096,659302,0755,root,root,2020-10-29 19:33:23.201077000,2013-04-08 12:06:51.000000000,2020-10-29 19:33:23.205074999
./phpmyadmin/locale/es/LC_MESSAGES,4096,659303,0755,root,root,2020-10-29 19:33:23.201077000,2013-04-08 12:06:51.000000000,2020-10-29 19:33:23.205074999
./phpmyadmin/locale/es/LC_MESSAGES/phpmyadmin.mo,299226,659304,0644,root,root,2020-10-29 19:33:23.201077000,2013-04-08 12:06:51.000000000,2020-10-29 19:33:23.205074999
./phpmyadmin/locale/si,4096,659284,0755,root,root,2020-10-29 19:33:23.185085000,2013-04-08 12:06:50.000000000,2020-10-29 19:33:23.189082999
./phpmyadmin/locale/si/LC_MESSAGES,4096,659285,0755,root,root,2020-10-29 19:33:23.185085000,2013-04-08 12:06:50.000000000,2020-10-29 19:33:23.189082999
./phpmyadmin/locale/si/LC_MESSAGES/phpmyadmin.mo,284947,659286,0644,root,root,2020-10-29 19:33:23.185085000,2013-04-08 12:06:50.000000000,2020-10-29 19:33:23.189082999
./phpmyadmin/locale/uz@latin,4096,659293,0755,root,root,2020-10-29 19:33:23.193080999,2013-04-08 12:06:50.000000000,2020-10-29 19:33:23.197079000
./phpmyadmin/locale/uz@latin/LC_MESSAGES,4096,659294,0755,root,root,2020-10-29 19:33:23.193080999,2013-04-08 12:06:50.000000000,2020-10-29 19:33:23.197079000
./phpmyadmin/locale/uz@latin/LC_MESSAGES/phpmyadmin.mo,149187,659295,0644,root,root,2020-10-29 19:33:23.193080999,2013-04-08 12:06:50.000000000,2020-10-29 19:33:23.197079000
./phpmyadmin/locale/nb,4096,659260,0755,root,root,2020-10-29 19:33:23.165094999,2013-04-08 12:06:50.000000000,2020-10-29 19:33:23.169093000
./phpmyadmin/locale/nb/LC_MESSAGES,4096,659261,0755,root,root,2020-10-29 19:33:23.165094999,2013-04-08 12:06:50.000000000,2020-10-29 19:33:23.169093000
./phpmyadmin/locale/nb/LC_MESSAGES/phpmyadmin.mo,194437,659262,0644,root,root,2020-10-29 19:33:23.165094999,2013-04-08 12:06:50.000000000,2020-10-29 19:33:23.169093000
./phpmyadmin/locale/lt,4096,659251,0755,root,root,2020-10-29 19:33:23.161097000,2013-04-08 12:06:50.000000000,2020-10-29 19:33:23.161097000
./phpmyadmin/locale/lt/LC_MESSAGES,4096,659252,0755,root,root,2020-10-29 19:33:23.161097000,2013-04-08 12:06:50.000000000,2020-10-29 19:33:23.161097000
./phpmyadmin/locale/lt/LC_MESSAGES/phpmyadmin.mo,168977,659253,0644,root,root,2020-10-29 19:33:23.161097000,2013-04-08 12:06:50.000000000,2020-10-29 19:33:23.161097000
./phpmyadmin/locale/sr@latin,4096,531846,0755,root,root,2020-10-29 19:33:23.105125000,2013-04-08 12:06:50.000000000,2020-10-29 19:33:23.109123000
./phpmyadmin/locale/sr@latin/LC_MESSAGES,4096,531847,0755,root,root,2020-10-29 19:33:23.105125000,2013-04-08 12:06:50.000000000,2020-10-29 19:33:23.109123000
./phpmyadmin/locale/sr@latin/LC_MESSAGES/phpmyadmin.mo,172453,531848,0644,root,root,2020-10-29 19:33:23.105125000,2013-04-08 12:06:50.000000000,2020-10-29 19:33:23.109123000
./phpmyadmin/locale/hu,4096,531849,0755,root,root,2020-10-29 19:33:23.109123000,2013-04-08 12:06:50.000000000,2020-10-29 19:33:23.109123000
./phpmyadmin/locale/hu/LC_MESSAGES,4096,531850,0755,root,root,2020-10-29 19:33:23.109123000,2013-04-08 12:06:50.000000000,2020-10-29 19:33:23.109123000
./phpmyadmin/locale/hu/LC_MESSAGES/phpmyadmin.mo,218525,531851,0644,root,root,2020-10-29 19:33:23.109123000,2013-04-08 12:06:50.000000000,2020-10-29 19:33:23.109123000
./phpmyadmin/locale/da,4096,659212,0755,root,root,2020-10-29 19:33:23.125114999,2013-04-08 12:06:50.000000000,2020-10-29 19:33:23.129113000
./phpmyadmin/locale/da/LC_MESSAGES,4096,659213,0755,root,root,2020-10-29 19:33:23.125114999,2013-04-08 12:06:50.000000000,2020-10-29 19:33:23.129113000
./phpmyadmin/locale/da/LC_MESSAGES/phpmyadmin.mo,281673,659214,0644,root,root,2020-10-29 19:33:23.125114999,2013-04-08 12:06:50.000000000,2020-10-29 19:33:23.129113000
./phpmyadmin/locale/fi,4096,659278,0755,root,root,2020-10-29 19:33:23.181086999,2013-04-08 12:06:50.000000000,2020-10-29 19:33:23.185085000
./phpmyadmin/locale/fi/LC_MESSAGES,4096,659279,0755,root,root,2020-10-29 19:33:23.181086999,2013-04-08 12:06:50.000000000,2020-10-29 19:33:23.185085000
./phpmyadmin/locale/fi/LC_MESSAGES/phpmyadmin.mo,185611,659280,0644,root,root,2020-10-29 19:33:23.181086999,2013-04-08 12:06:50.000000000,2020-10-29 19:33:23.185085000
./phpmyadmin/locale/ru,4096,659263,0755,root,root,2020-10-29 19:33:23.169093000,2013-04-08 12:06:50.000000000,2020-10-29 19:33:23.173091000
./phpmyadmin/locale/ru/LC_MESSAGES,4096,659264,0755,root,root,2020-10-29 19:33:23.169093000,2013-04-08 12:06:50.000000000,2020-10-29 19:33:23.173091000
./phpmyadmin/locale/ru/LC_MESSAGES/phpmyadmin.mo,384720,659265,0644,root,root,2020-10-29 19:33:23.169093000,2013-04-08 12:06:50.000000000,2020-10-29 19:33:23.173091000
./phpmyadmin/locale/sv,4096,531861,0755,root,root,2020-10-29 19:33:23.117118999,2013-04-08 12:06:50.000000000,2020-10-29 19:33:23.121116999
./phpmyadmin/locale/sv/LC_MESSAGES,4096,659084,0755,root,root,2020-10-29 19:33:23.117118999,2013-04-08 12:06:50.000000000,2020-10-29 19:33:23.121116999
./phpmyadmin/locale/sv/LC_MESSAGES/phpmyadmin.mo,281678,659208,0644,root,root,2020-10-29 19:33:23.117118999,2013-04-08 12:06:50.000000000,2020-10-29 19:33:23.121116999
./phpmyadmin/locale/sl,4096,659257,0755,root,root,2020-10-29 19:33:23.165094999,2013-04-08 12:06:50.000000000,2020-10-29 19:33:23.165094999
./phpmyadmin/locale/sl/LC_MESSAGES,4096,659258,0755,root,root,2020-10-29 19:33:23.165094999,2013-04-08 12:06:50.000000000,2020-10-29 19:33:23.165094999
./phpmyadmin/locale/sl/LC_MESSAGES/phpmyadmin.mo,284725,659259,0644,root,root,2020-10-29 19:33:23.165094999,2013-04-08 12:06:50.000000000,2020-10-29 19:33:23.165094999
./phpmyadmin/locale/ko,4096,659272,0755,root,root,2020-10-29 19:33:23.177088999,2013-04-08 12:06:50.000000000,2020-10-29 19:33:23.177088999
./phpmyadmin/locale/ko/LC_MESSAGES,4096,659273,0755,root,root,2020-10-29 19:33:23.177088999,2013-04-08 12:06:50.000000000,2020-10-29 19:33:23.177088999
./phpmyadmin/locale/ko/LC_MESSAGES/phpmyadmin.mo,111625,659274,0644,root,root,2020-10-29 19:33:23.177088999,2013-04-08 12:06:50.000000000,2020-10-29 19:33:23.177088999
./phpmyadmin/tbl_relation.php,23693,530884,0644,root,root,2020-10-29 19:33:22.985184999,2013-04-08 12:06:50.000000000,2020-10-29 19:33:22.985184999
./phpmyadmin/server_import.php,477,531866,0644,root,root,2020-10-29 19:33:23.205074999,2013-04-08 12:06:51.000000000,2020-10-29 19:33:23.205074999
./phpmyadmin/server_status.php,79642,531179,0644,root,root,2020-10-29 19:33:23.045154999,2013-04-08 12:06:50.000000000,2020-10-29 19:33:23.045154999
./phpmyadmin/changelog.php,3877,530905,0644,root,root,2020-10-29 19:33:22.989182999,2013-04-08 12:06:50.000000000,2020-10-29 19:33:22.989182999
./phpmyadmin/RELEASE-DATE-3.5.8,29,531869,0644,root,root,2020-10-29 19:33:23.205074999,2013-04-08 12:06:51.000000000,2020-10-29 19:33:23.205074999
./phpmyadmin/export.php,28538,531665,0644,root,root,2020-10-29 19:33:23.077139000,2013-04-08 12:06:50.000000000,2020-10-29 19:33:23.077139000
./phpmyadmin/db_tracking.php,8025,530876,0644,root,root,2020-10-29 19:33:22.981187000,2013-04-08 12:06:50.000000000,2020-10-29 19:33:22.981187000
./phpmyadmin/transformation_overview.php,1553,531663,0644,root,root,2020-10-29 19:33:23.077139000,2013-04-08 12:06:50.000000000,2020-10-29 19:33:23.077139000
./phpmyadmin/db_operations.php,22373,530906,0644,root,root,2020-10-29 19:33:22.989182999,2013-04-08 12:06:50.000000000,2020-10-29 19:33:22.989182999
./phpmyadmin/db_search.php,13553,531904,0644,root,root,2020-10-29 19:33:23.209073000,2013-04-08 12:06:51.000000000,2020-10-29 19:33:23.209073000
./phpmyadmin/webapp.php,1083,531667,0644,root,root,2020-10-29 19:33:23.077139000,2013-04-08 12:06:50.000000000,2020-10-29 19:33:23.077139000
./phpmyadmin/db_printview.php,7072,530881,0644,root,root,2020-10-29 19:33:22.981187000,2013-04-08 12:06:50.000000000,2020-10-29 19:33:22.981187000
./phpmyadmin/enum_editor.php,5230,530901,0644,root,root,2020-10-29 19:33:22.989182999,2013-04-08 12:06:50.000000000,2020-10-29 19:33:22.989182999
./phpmyadmin/show_config_errors.php,574,530891,0644,root,root,2020-10-29 19:33:22.985184999,2013-04-08 12:06:50.000000000,2020-10-29 19:33:22.985184999
./phpmyadmin/pmd_relation_new.php,3942,530919,0644,root,root,2020-10-29 19:33:22.989182999,2013-04-08 12:06:50.000000000,2020-10-29 19:33:22.989182999
./phpmyadmin/setup,4096,531878,0755,root,root,2020-10-29 19:33:23.209073000,2013-04-08 12:06:51.000000000,2020-10-29 19:33:23.209073000
./phpmyadmin/setup/frames,4096,531886,0755,root,root,2020-10-29 19:33:23.209073000,2013-04-08 12:06:51.000000000,2020-10-29 19:33:23.209073000
./phpmyadmin/setup/frames/servers.inc.php,1248,531887,0644,root,root,2020-10-29 19:33:23.209073000,2013-04-08 12:06:51.000000000,2020-10-29 19:33:23.209073000
./phpmyadmin/setup/frames/index.inc.php,8364,531889,0644,root,root,2020-10-29 19:33:23.209073000,2013-04-08 12:06:51.000000000,2020-10-29 19:33:23.209073000
./phpmyadmin/setup/frames/.htaccess,118,531892,0644,root,root,2020-10-29 19:33:23.209073000,2013-04-08 12:06:51.000000000,2020-10-29 19:33:23.209073000
./phpmyadmin/setup/frames/form.inc.php,912,531890,0644,root,root,2020-10-29 19:33:23.209073000,2013-04-08 12:06:51.000000000,2020-10-29 19:33:23.209073000
./phpmyadmin/setup/frames/config.inc.php,1371,531891,0644,root,root,2020-10-29 19:33:23.209073000,2013-04-08 12:06:51.000000000,2020-10-29 19:33:23.209073000
./phpmyadmin/setup/frames/menu.inc.php,882,531888,0644,root,root,2020-10-29 19:33:23.209073000,2013-04-08 12:06:51.000000000,2020-10-29 19:33:23.209073000
./phpmyadmin/setup/index.php,1793,531893,0644,root,root,2020-10-29 19:33:23.209073000,2013-04-08 12:06:51.000000000,2020-10-29 19:33:23.209073000
./phpmyadmin/setup/validate.php,685,531896,0644,root,root,2020-10-29 19:33:23.209073000,2013-04-08 12:06:51.000000000,2020-10-29 19:33:23.209073000
./phpmyadmin/setup/config.php,2188,531895,0644,root,root,2020-10-29 19:33:23.209073000,2013-04-08 12:06:51.000000000,2020-10-29 19:33:23.209073000
./phpmyadmin/setup/scripts.js,5185,531885,0644,root,root,2020-10-29 19:33:23.209073000,2013-04-08 12:06:51.000000000,2020-10-29 19:33:23.209073000
